surface,atmosphere,logZ,chi2_red,ΔlnZ,bayes_factor
greybody,01bar_N2_1000ppm_CO,-17.658008121079057,2.614159558872475,-4.990337999427629,0.0068033645702355915
greybody,1bar_N2_1000ppm_CO,-19.608285692825614,3.1338986395085193,-6.940615571174186,0.0009676737417230799
greybody,10bar_N2_1000ppm_CO,-27.601728413514376,4.656984575382585,-14.934058291862948,3.2675398394951846e-07
greybody,100bar_N2_1000ppm_CO,-32.61142624486433,5.19188810149174,-19.943756123212907,2.1804029817546727e-09
greybody,001bar_N2_1ppm_CO,-17.114845056749157,2.2755762459833186,-4.447174935097729,0.011711606327242137
greybody,01bar_N2_1ppm_CO,-16.540718247033258,2.1424152398656284,-3.87304812538183,0.02079488729983635
greybody,1bar_N2_1ppm_CO,-14.985531202967431,1.792603937060126,-2.3178610813160034,0.09848400977262282
greybody,10bar_N2_1ppm_CO,-19.86487668358522,3.286909511801229,-7.1972065619337915,0.0007486742652228462
greybody,100bar_N2_1ppm_CO,-18.469012373758105,2.6938187247127137,-5.801342252106677,0.0030234937297038827
greybody,001bar_N2_1000ppm_HCN,-15.061106998423023,1.941093423681118,-2.3934368767715952,0.09131530449645099
greybody,01bar_N2_1000ppm_HCN,-17.114896154693763,1.98897052018034,-4.447226033042336,0.011711007903520018
greybody,1bar_N2_1000ppm_HCN,-38.15608970577669,4.538827470508274,-25.48841958412526,8.521577973105448e-12
greybody,10bar_N2_1000ppm_HCN,-51.52443317024616,5.593908841686535,-38.856763048594736,1.3326687788036669e-17
greybody,100bar_N2_1000ppm_HCN,-42.977608727020296,4.155506804279094,-30.30993860536887,6.863741467930428e-14
greybody,001bar_N2_1ppm_HCN,-26.93815438666612,5.970906361092349,-14.270484265014693,6.344646496759665e-07
greybody,01bar_N2_1ppm_HCN,-24.60413617448616,5.045661012720491,-11.936466052834733,6.547246012537344e-06
greybody,1bar_N2_1ppm_HCN,-23.99606464434688,4.933410972266431,-11.328394522695453,1.202654193565671e-05
greybody,10bar_N2_1ppm_HCN,-28.244965868237088,6.955007909799828,-15.57729574658566,1.717380052714769e-07
greybody,100bar_N2_1ppm_HCN,-35.08631047058995,9.784515555423638,-22.418640348938524,1.835304817888405e-10
